n,date,title,author,url
785,2019-07-05,The House Where My Husband Doesn’t Exist,,https://www.nytimes.com/2019/07/05/style/modern-love-gay-conversion-husband-doesnt-exist.html
786,2019-07-12,When a Dating Dare Leads to Months of Soul Searching,,https://www.nytimes.com/2019/07/12/style/modern-love-asian-racism-same-same-but-different.html
787,2019-07-19,Don’t Put All Your (Frozen) Eggs in One Basket,,https://www.nytimes.com/2019/07/19/style/modern-love-egg-freezing-fertility.html
788,2019-07-26,Where I Find Romance in Marriage,,https://www.nytimes.com/2019/07/26/style/modern-love-romance-marriage-amnesia.html
789,2019-08-02,I Had to Know if He Was Seeing Someone Else,,https://www.nytimes.com/2019/08/02/style/modern-love-breakup-obsession.html
790,2019-08-09,"Seduced, Then Scorned, by My Work Wife",,https://www.nytimes.com/2019/08/09/style/modern-love-seduced-then-scorned-by-my-work-wife.html
791,2019-08-16,She Wanted a Man With a Good Job Who Is Nice to Animals,,https://www.nytimes.com/2019/08/16/style/modern-love-man-who-is-nice-to-animals.html
792,2019-08-23,Let’s Meet Again in Five Years,,https://www.nytimes.com/2019/08/23/style/modern-love-lets-meet-again-in-five-years.html
793,2019-08-30,From ‘Homewrecker’ to Caretaker,,https://www.nytimes.com/2019/08/30/style/modern-love-from-homewrecker-to-caretaker.html
794,2019-09-06,His Family Had Money. Mine Didn’t.,,https://www.nytimes.com/2019/09/06/style/modern-love-his-family-had-money-mine-didnt.html
795,2019-09-13,"New Hope, New Pain, Same Old Divorce",,https://www.nytimes.com/2019/09/13/style/modern-love-cameron-esposito-divorce.html
796,2019-09-20,Wishing the World Could Be More Soft,,https://www.nytimes.com/2019/09/20/style/modern-love-stillbirth-wishing-world-soft.html
797,2019-09-27,The Gift of the Missing Men,,https://www.nytimes.com/2019/09/27/style/modern-love-the-gift-of-the-missing-men.html
798,2019-10-04,Going Back to China in Search of My Daughter’s Secret Past,,https://www.nytimes.com/2019/10/04/style/modern-love-china-one-child-policy.html
799,2019-11-08,When a Dad’s Secret Changes Everything,,https://www.nytimes.com/2019/11/08/style/modern-love-father-transgender.html
800,2019-11-15,He’s Never Going to Put Away That Shirt,,https://www.nytimes.com/2019/11/15/style/modern-love-not-putting-away-shirt.html
801,2019-11-22,"Face It, Mom and Dad: I’m Not Special",,https://www.nytimes.com/2019/11/22/style/modern-love-face-it-im-not-special.html
802,2019-11-29,A Simple Question That’s Too Hard to Answer,,https://www.nytimes.com/2019/11/29/style/modern-love-a-family-isnt-a-number.html
803,2019-12-06,No Hearing Aids? Then No Marriage,,https://www.nytimes.com/2019/12/06/style/modern-love-no-hearing-aids-then-no-marriage.html
804,2019-12-13,It Wasn’t Me He Wanted,,https://www.nytimes.com/2019/12/13/style/modern-love-it-wasnt-me-he-wanted.html
805,2019-12-20,The Subway Crush Who Crushed Me,,https://www.nytimes.com/2019/12/20/style/modern-love-subway-crush-crushed-me.html
806,2019-12-27,"As the Ball Dropped, Our Life Fell Apart",,https://www.nytimes.com/2019/12/27/style/modern-love-evicted-homeless-new-years-eve.html
807,2020-01-03,Trying to Keep Up With Grandma’s Love Life,,https://www.nytimes.com/2020/01/03/style/modern-love-trying-to-keep-up-with-grandmas-love-life.html
808,2020-01-10,Two Open Marriages in One Small Room,,https://www.nytimes.com/2020/01/10/style/modern-love-two-open-marriages-one-small-room.html
809,2020-01-17,"After Losing My Sight, Struggling to Be Seen",,https://www.nytimes.com/2020/01/17/style/modern-love-after-losing-my-sight-struggling-to-be-seen-blindness.html
810,2020-01-24,Love in the Time of Low Expectations,,https://www.nytimes.com/2020/01/24/style/modern-love-in-the-time-of-low-expectations.html
811,2020-01-31,‘Crushes Thrive in Small Spaces’,,https://www.nytimes.com/2020/01/31/style/modern-love-cruise-tinder-crushes-thrive-in-small-spaces.html
812,2020-02-07,The Unhealthy Math of Skinny + Pretty = Good,,https://www.nytimes.com/2020/02/07/style/the-unhealthy-math-of-skinny-pretty-good.html
813,2020-02-14,How My Worst Date Ever Became My Best,,https://www.nytimes.com/2020/02/14/style/modern-love-worst-date-of-my-life-became-best.html
814,2020-02-21,Firefighter Chases Woman Down Street,,https://www.nytimes.com/2020/02/21/style/modern-love-race-firefighter-chases-woman-down-street.html
815,2020-02-28,Life Isn’t Like the Movies (Even if You Write the Movies),,https://www.nytimes.com/2020/02/28/style/modern-love-nancy-meyers-rom-com.html
816,2020-03-06,He Saved His Last Lesson for Me,,https://www.nytimes.com/2020/03/06/style/modern-love-long-distance-dating-korea.html
817,2020-03-13,‘We Found Our Groove in Splitting Up’,,https://www.nytimes.com/2020/03/13/style/modern-love-gay-marriage-divorce-we-found-groove-splitting-up.html
818,2020-03-20,Telling the Truth Wasn’t an Option,,https://www.nytimes.com/2020/03/20/style/modern-love-undocumented-immigrant-telling-truth-wasnt-option.html
819,2020-03-27,"On the Front Lines of a Pandemic, ‘I Love You’ Can Mean ‘Goodbye’",,https://www.nytimes.com/2020/03/27/style/modern-love-coronavirus-seattle-kirkland.html
820,2020-04-03,Relationships Move Fast on a Slow Cargo Ship,,https://www.nytimes.com/2020/04/03/style/modern-love-coronavirus-isolation-cargo-ship.html
821,2020-04-10,"Widow Walks Into Wall, Finds Hope",,https://www.nytimes.com/2020/04/10/style/modern-love-coronavirus-widow-walks-into-wall-finds-hope.html
822,2020-04-17,The End of the Long-Distance Marriage,,https://www.nytimes.com/2020/04/17/style/modern-love-coronavirus-end-of-long-distance-marriage.html
823,2020-04-24,"When It’s Either Your Ex, or Nobody, for Months",,https://www.nytimes.com/2020/04/24/style/modern-love-coronavirus-single-your-ex-or-nobody-for-months.html
824,2020-05-01,"Making Space in Marriage, Even as the Walls Close In",,https://www.nytimes.com/2020/05/01/style/modern-love-coronavirus-burning-man-making-space-in-marriage.html
825,2020-05-08,Mothering While Deaf in a Newly Quiet World,,https://www.nytimes.com/2020/05/08/style/modern-love-coronavirus-deaf-motherhood-in-a-quiet-world.html
826,2020-05-15,You Have to Let Go to Move On,,https://www.nytimes.com/2020/05/15/style/modern-love-coronavirus-let-go-to-move-on.html
827,2020-05-22,"Not Saying My Dog Is Cupid, but …",,https://www.nytimes.com/2020/05/22/style/modern-love-coronavirus-dog-as-cupid.html
828,2020-05-29,Why Are All the Exes Texting?,,https://www.nytimes.com/2020/05/29/style/modern-love-coronavirus-why-are-all-the-exes-texting.html
829,2020-06-05,My Quarantine Boyfriend Lost Everything (but Found Me),,https://www.nytimes.com/2020/06/05/style/modern-love-coronavirus-quarantine-boyfriend-lost-everything.html
830,2020-06-12,Together.,,https://www.nytimes.com/2020/06/12/style/modern-love-coronavirus-living-together.html
831,2020-06-19,Why Would My Father Not Want to Know Me?,,https://www.nytimes.com/2020/06/19/style/modern-love-coronavirus-missing-father.html
832,2020-06-26,"As He Cut My Hair, I Wept",,https://www.nytimes.com/2020/06/26/style/modern-love-coronavirus-as-he-cut-my-hair-i-wept.html
833,2020-07-03,In Defense of My Emu Tattoo,,https://www.nytimes.com/2020/07/03/style/modern-love-in-defense-of-my-emu-tattoo.html
834,2020-07-10,A Glimpse Into My Son’s Magnificent Mind,,https://www.nytimes.com/2020/07/10/style/modern-love-glimpse-into-autistic-sons-magnificent-mind.html
835,2020-07-17,Trying to Feel Love-Worthy (While Working for a Dating App),,https://www.nytimes.com/2020/07/17/style/modern-love-feel-love-worthy-working-for-dating-app.html
836,2020-07-24,Why Did She Leave Me There?,,https://www.nytimes.com/2020/07/24/style/modern-love-adoption-vietnam-why-did-she-leave-me-there.html
837,2020-07-31,Spending My Tenderness on Animals,,https://www.nytimes.com/2020/07/31/style/modern-love-spending-tenderness-on-animals.html
838,2020-08-07,When Marriage Is Just Another Overhyped Nightclub,,https://www.nytimes.com/2020/08/07/style/modern-love-when-marriage-is-just-another-overhyped-nightclub.html
839,2020-08-14,A Glance (and a Rooster) That Changed Everything,,https://www.nytimes.com/2020/08/14/style/modern-love-haiti-earthquake-glance-changed-everything.html
840,2020-08-21,"Pushed Together for 48 Days, Then Pulled Apart for 49",,https://www.nytimes.com/2020/08/21/style/modern-love-pushed-together-pulled-apart-for-49-days.html
841,2020-08-28,"Will They See Me as a Son, a Daughter or a Stranger?",,https://www.nytimes.com/2020/08/28/style/modern-love-transgender-alzheimers-son-daughter-stranger.html
842,2020-09-04,‘You Should Break Up With Me’,,https://www.nytimes.com/2020/09/04/style/modern-love-widow-cancer-break-up-with-me.html
843,2020-09-11,What I Learned From My Instagram Crush,,https://www.nytimes.com/2020/09/11/style/modern-love-no-emoticon-for-this-emotion.html
844,2020-09-18,‘Humility Is What Drew Me to Him’,,https://www.nytimes.com/2020/09/18/style/modern-love-humility-is-what-drew-me-to-him.html
845,2020-09-25,"Please, Lord, Let Him Be 27",,https://www.nytimes.com/2020/09/25/style/modern-love-age-gap-please-lord-let-him-be-27.html
846,2020-10-02,"In My Sari, Kissing the Soccer Coach",,https://www.nytimes.com/2020/10/02/style/modern-love-in-my-saari-kissing-the-soccer-coach.html
847,2020-10-09,"My Best Friend Is Gone, and Nothing Feels Right",,https://www.nytimes.com/2020/10/09/style/modern-love-coronavirus-thank-you-for-ruining-me.html
848,2020-10-16,He Married a Sociopath: Me,,https://www.nytimes.com/2020/10/16/style/modern-love-he-married-a-sociopath-me.html
849,2020-10-23,I Was Done Dating. Then I Joined a Hookup App.,,https://www.nytimes.com/2020/10/23/style/modern-love-its-not-easy-being-easy.html
850,2020-10-30,The Ghost Was the Least of Our Problems,,https://www.nytimes.com/2020/10/30/style/modern-love-first-haunted-then-ghosted.html
851,2020-11-06,A Man (and Meals) Worth Losing Sleep Over,,https://www.nytimes.com/2020/11/06/style/modern-love-a-man-and-meals-worth-losing-sleep-over.html
852,2020-11-13,How I Got Caught Up in a Global Romance Scam,,https://www.nytimes.com/2020/11/13/style/modern-love-my-life-as-scam-bait.html
853,2020-11-20,She Stood In for My Mother. Could I Do the Same for Her?,,https://www.nytimes.com/2020/11/20/style/modern-love-she-stood-in-for-my-mother.html
854,2020-11-27,Junk Food Was Our Love Language,,https://www.nytimes.com/2020/11/27/style/modern-love-junk-food-was-our-love-language.html
855,2020-12-04,The Pandemic Arrived. His Text Back Did Not.,,https://www.nytimes.com/2020/12/04/style/modern-love-ghosted-during-a-pandemic.html
856,2020-12-11,He Seduced Me With Bread,,https://www.nytimes.com/2020/12/11/style/modern-love-he-seduced-me-with-bread.html
857,2020-12-18,Auditioning for the Role of Boyfriend,,https://www.nytimes.com/2020/12/18/style/modern-love-auditioning-for-the-role-of-boyfriend.html
858,2020-12-25,How My Father Escaped Jail for Christmas,,https://www.nytimes.com/2020/12/25/style/modern-love-how-my-father-escaped-jail-for-christmas.html
859,2021-01-01,My Five-Week-Long First Date,,https://www.nytimes.com/2021/01/01/style/modern-love-my-five-week-long-first-date.html
860,2021-01-08,We Needed More Significant Others,,https://www.nytimes.com/2021/01/08/style/modern-love-we-needed-more-significant-others.html
861,2021-01-15,Lockdown Was Our Breaking Point,,https://www.nytimes.com/2021/01/15/style/modern-love-lockdown-was-our-breaking-point.html
862,2021-01-22,My Unlikely Pandemic Dream Partner,,https://www.nytimes.com/2021/01/22/style/modern-love-my-unlikely-pandemic-dream-partner.html
863,2021-01-29,Feeling Lonely? Wearing Cat Ears May Help,,https://www.nytimes.com/2021/01/29/style/modern-love-feeling-lonely-wearing-cat-ears-may-help.html
864,2021-02-05,The Day His Journal Went Blank,,https://www.nytimes.com/2021/02/05/style/modern-love-alzheimers-the-day-his-journal-went-blank.html
865,2021-02-12,Please Go Shelter in Another Place,,https://www.nytimes.com/2021/02/12/style/modern-love-please-go-shelter-in-another-place.html
866,2021-02-19,"I Wanted to Love Her, Not Save Her",,https://www.nytimes.com/2021/02/19/style/modern-love-i-wanted-to-love-her-not-save-her.html
867,2021-02-26,I Met My Husband on the Maternity Ward,,https://www.nytimes.com/2021/02/26/style/modern-love-i-met-my-husband-on-the-maternity-ward.html
868,2021-03-05,"My Two-House, Duffel-Bag Life",,https://www.nytimes.com/2021/03/05/style/modern-love-my-two-house-duffle-bag-life.html
869,2021-03-12,Why I Took a Vow of Celibacy,,https://www.nytimes.com/2021/03/12/style/modern-love-why-i-took-a-vow-of-celibacy.html
870,2021-03-19,The Dress Promised Me Something the Doctors Couldn’t,,https://www.nytimes.com/2021/03/19/style/modern-love-the-dress-promised-me-something-the-doctors-couldnt.html
871,2021-03-26,"If I Expect It to End, Will It Hurt Less?",,https://www.nytimes.com/2021/03/26/style/modern-love-long-distance-friend-zone.html
872,2021-04-02,My Choice Isn’t Marriage or Loneliness,,https://www.nytimes.com/2021/04/02/style/modern-love-my-choice-isnt-marriage-or-loneliness.html
873,2021-04-09,My Ridiculous Dating System Totally Works!,,https://www.nytimes.com/2021/04/09/style/modern-love-my-ridiculous-dating-system-totally-works.html
874,2021-04-16,I Tried to Filter Him Out,,https://www.nytimes.com/2021/04/16/style/modern-love-muslim-hindu-dating.html
875,2021-04-23,My Boyfriend Has Two Partners. Should I Be His Third?,,https://www.nytimes.com/2021/04/23/style/modern-love-polyamory-should-my-boyfriend-love-one-woman-or-three.html
876,2021-04-30,He Delivered for Me,,https://www.nytimes.com/2021/04/30/style/modern-love-he-delivered-for-me.html
877,2021-05-07,Doing ‘The Washing Machine’ With My 84-Year-Old Mother,,https://www.nytimes.com/2021/05/07/style/modern-love-mothers-day-pandemic.html
878,2021-05-14,The Bear Chased Us. Then We Chased the Bear.,,https://www.nytimes.com/2021/05/14/style/modern-love-immigration-bear-chased-us.html
879,2021-05-21,His Comfort Is Not My Responsibility,,https://www.nytimes.com/2021/05/21/style/modern-love-bumble-prosthetic-your-comfort-not-my-responsibility.html
880,2021-05-28,She Put Her Unspent Love in a Cardboard Box,,https://www.nytimes.com/2021/05/28/style/modern-love-she-put-her-unspent-love-in-a-cardboard-box.html
881,2021-06-04,"Oh, Dewey, Where Would You Put Me?",,https://www.nytimes.com/2021/06/04/style/modern-love-oh-dewey-where-would-you-put-me.html
882,2021-06-11,He Made Affection Feel Simple,,https://www.nytimes.com/2021/06/11/style/modern-love-transgender-he-made-affection-feel-simple.html
883,2021-06-18,"Where Are All the Wild Things, Daddy?",,https://www.nytimes.com/2021/06/18/style/modern-love-fathers-day-where-are-all-the-wild-things.html
884,2021-06-25,Why Won’t Anyone Help Me in This Sex Shop?,,https://www.nytimes.com/2021/06/25/style/modern-love-why-wont-anyone-help-me-in-this-sex-shop.html
885,2021-07-02,Some People Flip Real Estate. I Flip Men.,,https://www.nytimes.com/2021/07/02/style/modern-love-some-people-flip-real-estate-i-flip-men.html
886,2021-07-09,He Couldn’t Remember That We Broke Up,,https://www.nytimes.com/2021/07/09/style/modern-love-he-couldnt-remember-that-we-broke-up.html
887,2021-07-16,It Took Me a Long Time to Come Out as a ‘Plushie’ Lover,,https://www.nytimes.com/2021/07/16/style/it-took-me-a-long-time-to-come-out-as-a-plushie-lover.html
888,2021-07-23,"When a Summer Hookup Lasts 12 Years, It’s Time to Reassess",,https://www.nytimes.com/2021/07/23/style/modern-love-12-year-summer-hookup.html
889,2021-07-30,"Goodbye, My Fantasy Man",,https://www.nytimes.com/2021/07/30/style/modern-love-kismet-goodbye-fantasy-man-romantic-illusions.html
890,2021-08-06,A Marriage Stressed by Obsessions and Compulsions,,https://www.nytimes.com/2021/08/06/style/modern-love-marriage-stressed-by-obessive-compulsive-disorder.html
891,2021-08-27,Why My Daughter Got (Temporarily) Married at 13,,https://www.nytimes.com/2021/08/27/style/modern-love-temporary-marriage-at-13.html
892,2021-09-03,"From a Sale, Lace Undergarments, Never Worn",,https://www.nytimes.com/2021/09/03/style/modern-love-muslim-marriage-lace-undergarments-never-worn.html
893,2021-09-10,An Anxious Person Tries to Be Chill,,https://www.nytimes.com/2021/09/10/style/modern-love-an-anxious-person-tries-to-be-chill.html
894,2021-09-17,Hearing His Voice Changed Everything,,https://www.nytimes.com/2021/09/17/style/modern-love-step-adoption-searching-for-my-father.html
895,2021-09-24,Remote Work Gave Us a Life Together. Now What?,,https://www.nytimes.com/2021/09/24/style/modern-love-remote-work-pandemic.html
896,2021-10-01,We Wanted to Split Up. OkCupid Had Other Ideas.,,https://www.nytimes.com/2021/10/01/style/modern-love-okcupid.html
897,2021-10-08,The One Thing We Couldn’t Talk About,,https://www.nytimes.com/2021/10/08/style/modern-love-dear-friends-bad-news.html
898,2021-10-15,How a Missing Sock Changed My Life,,https://www.nytimes.com/2021/10/15/style/modern-love-how-a-missing-sock-changed-my-life.html
899,2021-10-22,Two Wrongs Don’t Make Mr. Right,,https://www.nytimes.com/2021/10/22/style/modern-love-hinge-date-not-mr-right.html
900,2021-10-29,A Stranger Looked Like My Twin. That Was Just the Beginning.,,https://www.nytimes.com/2021/10/29/style/modern-love-23andme-family-secret.html
901,2021-11-05,The Curious Tale of Mr. Kale,,https://www.nytimes.com/2021/11/05/style/modern-love-fate-tarot-tale-of-mr-kale.html
902,2021-11-12,The Manny Diaries,,https://www.nytimes.com/2021/11/12/style/modern-love-the-manny-diaries.html
903,2021-11-19,"He Cared About Me, So I Broke Up With Him",,https://www.nytimes.com/2021/11/19/style/modern-love-he-cared-so-i-broke-up-with-him.html
904,2021-11-26,Swimming Upstream in Heels and Skinny Pants,,https://www.nytimes.com/2021/11/26/style/modern-love-salmon-miscarriage-heels-skinny-pants.html
905,2021-12-03,Was She Just Another Nicely Packaged Pain Delivery System?,,https://www.nytimes.com/2021/12/03/style/modern-love-nicely-packaged-pain-delivery-system.html
906,2021-12-10,‘I Would Give Anything to Hold Their Hands Again’,,https://www.nytimes.com/2021/12/10/style/moderrn-love-haiti-earthquake-hold-their-hands-again.html
907,2021-12-17,A Love Language Spoken With Hands,,https://www.nytimes.com/2021/12/17/style/modern-love-deaf-sign-language.html
908,2021-12-24,‘The Nutcracker’ and the Sex Tape,,https://www.nytimes.com/2021/12/24/style/modern-love-nutcracker-sex-tape-ugly-christmas-sweater.html
909,2022-01-07,The Benefits of Bickering in Marriage,Nicole Walker,https://www.nytimes.com/2022/01/07/style/modern-love-bickering-marriage.html
910,2022-01-14,"Our Kinder, Gentler, Nobody-Moves-Out Divorce",,https://www.nytimes.com/2022/01/14/style/modern-love-kinder-gentler-divorce.html
911,2022-01-21,"I’m Getting Married, Mom. Please Cry.",,https://www.nytimes.com/2022/01/21/style/modern-love-married-divorced-mother-please-cry.html
912,2022-01-28,What He Hadn’t Told Me,,https://www.nytimes.com/2022/01/28/style/modern-love-muslim-dating-what-he-hadnt-told-me.html
913,2022-02-04,Loving Him More When He Walks Out the Door,,https://www.nytimes.com/2022/02/04/style/modern-love-aneurysm-death.html
914,2022-02-11,Accepting Applications for a Black Boyfriend,,https://www.nytimes.com/2022/02/11/style/modern-love-black-boyfriend-applications.html
915,2022-02-11,"Two Boys on Bicycles, Falling in Love",,https://www.nytimes.com/2022/02/11/style/modern-love-black-boys.html
916,2022-02-11,Our Bond Was Thicker Than Blood,,https://www.nytimes.com/2022/02/11/style/modern-love-bond-father.html
917,2022-02-11,"Beyond Cool, She Was Fly. Her Confidence Gave Me Wings.",,https://www.nytimes.com/2022/02/11/style/modern-love-confidence-self-love.html
918,2022-02-11,The Lesbian Writer and Her Flamboyant Gay Husband,,https://www.nytimes.com/2022/02/11/style/modern-love-gay-couple.html
919,2022-02-11,She Wouldn’t Break Her Heart to Mend Mine,,https://www.nytimes.com/2022/02/11/style/modern-love-healer-heartbreak.html
920,2022-02-11,Love Isn’t a Zero-Sum Game,,https://www.nytimes.com/2022/02/11/style/modern-love-queer-dating-open-relationship.html
921,2022-02-11,Was It Me? Or My Teeth?,,https://www.nytimes.com/2022/02/11/style/modern-love-teeth-smile.html
922,2022-02-11,What Is Black Love Today?,,https://www.nytimes.com/2022/02/11/style/what-is-black-love-today.html
923,2022-02-18,‘How Much of My Story Am I Supposed to Share?’,,https://www.nytimes.com/2022/02/18/style/modern-love-i-tried-so-hard-to-be-good.html
924,2022-02-25,Seeking a Father for My Child (Relationship Optional),,https://www.nytimes.com/2022/02/25/style/modern-love-seeking-a-father-for-my-child-relationship-optional.html
925,2022-03-04,Becoming a Woman Without Her,,https://www.nytimes.com/2022/03/04/style/modern-love-becoming-a-woman-without-her.html
926,2022-03-11,"When My Heart Broke, My Father Used Google to Save Me",,https://www.nytimes.com/2022/03/11/style/modern-love-heart-attack-gay-nigeria.html
927,2022-03-18,On (Not) Wasting My Time With a Younger Man,,https://www.nytimes.com/2022/03/18/style/modern-love-not-wasting-my-time-with-a-younger-man.html
928,2022-03-25,The First (and Last) Time She Didn’t Come Home,,https://www.nytimes.com/2022/03/25/style/modern-love-first-and-last-time-she-didnt-come-home.html
929,2022-04-01,The Dentist Who Treated My Divorce,,https://www.nytimes.com/2022/04/01/style/modern-love-the-dentist-who-treated-my-divorce.html
930,2022-04-08,Closing Up Shop on a Marriage,,https://www.nytimes.com/2022/04/08/style/modern-love-closing-up-shop-on-a-marriage.html
931,2022-04-15,The Loneliness of the Locked-Down Single Mother,,https://www.nytimes.com/2022/04/15/style/modern-love-loneliness-locked-down-single-mother.html
932,2022-04-22,"If a Rat Falls Into Your Bed, Call Your Lover’s Boyfriend",,https://www.nytimes.com/2022/04/22/style/modern-love-when-a-rat-fell-onto-my-bed-i-called-my-lovers-boyfriend.html
933,2022-04-29,From Russia With Mixed Feelings,,https://www.nytimes.com/2022/04/29/style/modern-love-rostov-on-don-russia.html
934,2022-05-06,My Plea for a Sixth Love Language,,https://www.nytimes.com/2022/05/06/style/modern-love-college-essay-winner-syrian-war-whatsapp-group-chat.html
935,2022-05-13,I Bet You Think These Songs Are About You,,https://www.nytimes.com/2022/05/13/style/modern-love-spotify-playlist-bet-you-think-songs-are-about-you.html
936,2022-05-20,No Longer My Mother’s Daughter,,https://www.nytimes.com/2022/05/20/style/modern-love-no-longer-my-mothers-daughter.html
937,2022-05-27,May We Please Just Date Without Hate?,,https://www.nytimes.com/2022/05/27/style/modern-love-may-we-please-date-without-asian-hate.html
938,2022-06-03,Not Every Breakup Is About Being Broken,,https://www.nytimes.com/2022/06/03/style/modern-love-breakup.html
939,2022-06-10,Singleness Is Not a Stigma,,https://www.nytimes.com/2022/06/10/style/modern-love-singleness-is-not-a-stigma.html
940,2022-06-17,A Texting Lifeline During a Difficult Time,,https://www.nytimes.com/2022/06/17/style/modern-love-fathers-day-cancer-texting.html
941,2022-06-24,This Is How We Talk About Ending Things,,https://www.nytimes.com/2022/06/24/style/modern-love-ending-things.html
942,2022-07-01,A Bet She Couldn’t Resist,,https://www.nytimes.com/2022/07/01/style/modern-love-mother-leukemia-gay-son.html
943,2022-07-08,"Losing the Pregnancy, the Marriage and the Pearls",,https://www.nytimes.com/2022/07/08/style/modern-love-losing-pregnancy-marriage-pearls.html
944,2022-07-15,Man With Incredible Beard Desperately Needs Kidney,,https://www.nytimes.com/2022/07/15/style/modern-love-kidney-donor.html
945,2022-07-22,The Case for Being Touched,,https://www.nytimes.com/2022/07/22/style/modern-love-physical-touch-intimacy.html
946,2022-07-29,The Polygraph Test That Saved My Marriage,,https://www.nytimes.com/2022/07/29/style/modern-love-infidelity-polygraph-test.html
947,2022-08-05,"Please, God, Help Me Stop Missing Her",,https://www.nytimes.com/2022/08/05/style/modern-love-orthodox-jewish-gay.html
948,2022-08-12,Was This a Meet-Cute or Meet Creep?,,https://www.nytimes.com/2022/08/12/style/modern-love-meet-cute-living-in-library-basement.html
949,2022-08-19,Cancer Last Act Of Intimate Kindness,,https://www.nytimes.com/2022/08/19/style/modern-love-cancer-last-act-of-intimate-kindness.html
950,2022-08-26,Lockdown In Shanghai,,https://www.nytimes.com/2022/08/26/style/modern-love-lockdown-in-shanghai.html
951,2022-09-02,I Broke My Knee Which Fractured My Marriage,,https://www.nytimes.com/2022/09/02/style/modern-love-i-broke-my-knee-which-fractured-my-marriage.html
952,2022-09-09,No Longer Running From My Emotions,,https://www.nytimes.com/2022/09/09/style/modern-love-no-longer-running-from-my-emotions.html
953,2022-09-16,Please Let Me Do More Laundry and Vacuuming!,,https://www.nytimes.com/2022/09/16/style/modern-love-marriage-embracing-domestic-tasks-vision-loss.html
954,2022-09-23,Why Is My Husband Marrying Her?,,https://www.nytimes.com/2022/09/23/style/modern-love-why-is-my-husband-marrying-her.html
955,2022-09-30,This Is Not About Sexy Secretary Role-Play,,https://www.nytimes.com/2022/09/30/style/modern-love-this-is-not-about-sexy-secretary-role-play.html
956,2022-10-07,"To Find Love, Rub the (Bronze) Bulge",,https://www.nytimes.com/2022/10/07/style/modern-love-for-good-luck-in-love-rub-the-bronze-bulge.html
957,2022-10-14,The Art of Dividing Up a Marriage,,https://www.nytimes.com/2022/10/14/style/modern-love-divorce-dividing-up-a-marriage.html
958,2022-10-21,"Young, Gay and Single Among the Nuns and Widows",,https://www.nytimes.com/2022/10/21/style/modern-love-young-gay-and-single-among-the-nuns-and-widows.html
959,2022-10-28,A Throuple’s Tricky Geometry,,https://www.nytimes.com/2022/10/28/style/modern-love-a-throuples-tricky-geometry.html
960,2022-11-10,Tell Us About a Moment of Regrettable Rage,,https://www.nytimes.com/2022/11/10/style/modern-love-tell-us-about-a-moment-of-regrettable-rage.html
961,2022-11-11,Failing in Marriage Does Not Mean Failing at Marriage,,https://www.nytimes.com/2022/11/11/style/modern-love-failing-while-married-does-not-mean-failing-at-marriage.html
962,2022-11-18,Who’s Afraid of a Lovely Fern?,,https://www.nytimes.com/2022/11/18/style/modern-love-childhood-assault-staghorn-fern.html
963,2022-11-25,In Praise of the 10-Percent Wrong Relationship,,https://www.nytimes.com/2022/11/25/style/modern-love-breakup-10-percent-wrong-relationship.html
964,2022-12-02,‘How Much Was That?’,,https://www.nytimes.com/2022/12/02/style/modern-love-mother-daughter-parkinsons-disease.html
965,2022-12-09,‘You Bought the Wrong Nipple Clamps’,,https://www.nytimes.com/2022/12/09/style/modern-love-marriage-you-bought-the-wrong-nipple-clamps.html
966,2022-12-16,My Stint as the Adulterous Flavor-of-the-Month,,https://www.nytimes.com/2022/12/16/style/modern-love-my-stint-as-adulterer.html
967,2022-12-17,Seven Stories of Rage and Regret,,https://www.nytimes.com/2022/12/17/style/rage-regret-relationships.html
968,2022-12-23,When a Doorbell’s Ring Means Hope,,https://www.nytimes.com/2022/12/23/style/modern-love-when-a-doorbells-ring-brings-light-and-hope.html
969,2022-12-30,Is Something This Good Even Possible?,,https://www.nytimes.com/2022/12/30/style/modern-love-was-something-this-good-even-possible.html
970,2023-01-06,A Web Between Her Body and Mine,,https://www.nytimes.com/2023/01/06/style/modern-love-a-web-between-her-body-and-mine.html
971,2023-01-13,Date Like a Monk,,https://www.nytimes.com/2023/01/13/style/modern-love-jay-shetty-date-like-a-monk.html
972,2023-01-20,I’ll Get By With a Little Help From My Herd,,https://www.nytimes.com/2023/01/20/style/modern-love-domestic-abuse-ireland-help-from-my-herd.html
973,2023-01-27,Don’t Call Me by My Real Name,,https://www.nytimes.com/2023/01/27/style/modern-love-sex-worker-bdsm-real-name.html
974,2023-02-03,Two Kisses We Never Talked About,,https://www.nytimes.com/2023/02/03/style/modern-love-two-kisses-we-never-talked-about.html
975,2023-02-10,The Beauty of Expiration-Date Dating,,https://www.nytimes.com/2023/02/10/style/modern-love-beauty-of-expiration-date-dating.html
976,2023-02-17,Must We Feel Shame Over Divorce?,,https://www.nytimes.com/2023/02/17/style/modern-love-must-we-feel-shame-over-divorce.html
977,2023-02-24,How Could I Deny Him Fatherhood?,,https://www.nytimes.com/2023/02/24/style/modern-love-how-could-i-deny-him-fatherhood.html
978,2023-03-03,I Gave Her My Only Olive,,https://www.nytimes.com/2023/03/03/style/modern-love-i-gave-her-my-only-olive.html
979,2023-03-10,‘No Love Is Ever Wasted’,,https://www.nytimes.com/2023/03/10/style/modern-love-no-love-is-ever-wasted.html
